8.823493117539459307e-01,1.043277378604776651e-01,9.070093335163404991e-01,1.000000000000000000e+00
3.063988986063514997e-01,4.464088724274219988e-01,5.899853915235483415e-01,1.000000000000000000e+00
8.371110994762730462e-01,6.978006071533107146e-01,8.028028375301015096e-01,0.000000000000000000e+00
1.072150788602281857e-01,7.570925261272641871e-01,9.996710127833261517e-01,0.000000000000000000e+00
7.259309975833282413e-01,1.414482395290898031e-01,3.567205964881045022e-01,1.000000000000000000e+00
9.427041101556148384e-01,6.101618868374089066e-01,2.275774729141620822e-01,0.000000000000000000e+00
6.687323711512157542e-01,6.929045548153843770e-01,4.168625062921716973e-01,0.000000000000000000e+00
1.718095594549678973e-01,9.768905061250860999e-01,3.302241432642379904e-01,0.000000000000000000e+00
6.290441504979402687e-01,1.606109513209987849e-01,8.995264460408958218e-02,0.000000000000000000e+00
9.708223588581547103e-01,8.165775737724104699e-01,5.713657297983963934e-01,0.000000000000000000e+00
3.458531536084797908e-01,4.037440038886119797e-01,1.373830381893305086e-01,1.000000000000000000e+00
9.009344906045267942e-01,9.339361308914303494e-01,4.737713664181508744e-02,1.000000000000000000e+00
6.715068839329395578e-01,3.483186204844057610e-02,2.526913603534519659e-01,0.000000000000000000e+00
5.571250538613830017e-01,5.258234766396968629e-01,3.529677860404952794e-01,1.000000000000000000e+00
9.298296923441828898e-02,3.045089766508655149e-01,8.624298614231383775e-01,0.000000000000000000e+00
7.169365382632650885e-01,9.640714923840599804e-01,5.397018640261470601e-01,1.000000000000000000e+00
9.505398174164877423e-01,6.679815611133389508e-01,8.742410281675557782e-01,0.000000000000000000e+00
4.812049219297142022e-01,1.373985379002420348e-01,6.902215425937469062e-01,1.000000000000000000e+00
5.021185495541666821e-01,7.451108074550760740e-02,5.235122866213859361e-01,0.000000000000000000e+00
9.185677225388306777e-01,5.274286961778730243e-01,3.642478675006179945e-01,1.000000000000000000e+00
9.281862945216979854e-01,4.926914247782558931e-01,2.364070332529765173e-01,1.000000000000000000e+00
5.314153807276089658e-01,1.652553280024253723e-01,3.713869959514458641e-01,1.000000000000000000e+00
7.422518060792256955e-01,2.370405723110244889e-01,3.919636499201751834e-01,0.000000000000000000e+00
5.938974207495684166e-02,1.027689336618972105e-01,5.572501242406481259e-01,1.000000000000000000e+00
8.193023106058981986e-01,4.898103836653950882e-01,9.023069650225168381e-01,0.000000000000000000e+00
4.900443624112160723e-01,3.035890494212489799e-03,8.436621473715443242e-01,0.000000000000000000e+00
5.436887196742100636e-01,1.386914702613731842e-01,8.572875028268156505e-02,1.000000000000000000e+00
4.016120903126361164e-01,8.269786271888819318e-01,8.061625561283470853e-01,0.000000000000000000e+00
2.095460295233617654e-01,3.021879072708979486e-01,7.534593294416961351e-01,0.000000000000000000e+00
1.251823240762642842e-01,8.823340503976376814e-01,9.344873742133470440e-01,0.000000000000000000e+00
1.424719964832389385e-01,1.894970216477610547e-01,4.046022357178666873e-01,1.000000000000000000e+00
4.739480033176810547e-01,9.906793904926636252e-02,4.747123458387380035e-01,1.000000000000000000e+00
8.446942919846532893e-01,7.918725854496968530e-01,3.590230535720241312e-01,0.000000000000000000e+00
7.456360839045582667e-01,5.309585695213624446e-01,4.502982279625291628e-01,0.000000000000000000e+00
6.666559619735716868e-01,5.641348504066500125e-01,5.031804970594633275e-03,1.000000000000000000e+00
2.815257444673577858e-01,8.279536179337712021e-01,9.036400819247281113e-03,0.000000000000000000e+00
3.819239030495311660e-01,6.110818945279881120e-01,6.563904418481475433e-01,1.000000000000000000e+00
1.095264000257024639e-01,3.181279497035872650e-01,8.758969102057048151e-01,0.000000000000000000e+00
1.191523079082871250e-01,2.204459987300577684e-01,4.301217161924822951e-01,0.000000000000000000e+00
2.744633218144802989e-01,9.175519795349056373e-01,7.479865972351792403e-01,0.000000000000000000e+00
6.906406582595783217e-01,8.647441680854180968e-01,4.959253010580424448e-01,0.000000000000000000e+00
7.229765984362949149e-01,7.840945570628975458e-01,7.727771835820533841e-01,0.000000000000000000e+00
4.058894452773682548e-01,5.219918875557441051e-01,8.169490025559056345e-01,1.000000000000000000e+00
8.576975362914907031e-02,2.316779908136917809e-01,7.782022848792189418e-01,0.000000000000000000e+00
8.429626361164948012e-01,2.216954120872038914e-01,2.287508039278517424e-01,1.000000000000000000e+00
1.518911493679970803e-01,3.102860644773666188e-01,8.089444724808595444e-01,1.000000000000000000e+00
2.764698909604046406e-02,5.065837213154238405e-01,1.589101186266858035e-01,0.000000000000000000e+00
4.429104855472816293e-01,9.187328658538131965e-01,2.092485463424351710e-01,0.000000000000000000e+00
3.319255234304268054e-01,7.864604721037313784e-01,9.976969856465068842e-01,1.000000000000000000e+00
8.066368102284015018e-01,2.301302996234926290e-01,7.288592108629503574e-01,1.000000000000000000e+00
1.663843200638976949e-01,9.383655348076205271e-01,9.472849274406567321e-01,1.000000000000000000e+00
5.045833580292096165e-01,8.153960148239349781e-01,5.260689154803201983e-01,0.000000000000000000e+00
5.081682424520366226e-01,6.253074593481682264e-01,8.790231232550738127e-03,0.000000000000000000e+00
2.765898255834589037e-01,1.768408455154415471e-01,5.791025257030898432e-01,1.000000000000000000e+00
2.401475318181907070e-01,5.115643902293377510e-01,5.237333905941367052e-01,0.000000000000000000e+00
7.441708646582650966e-01,2.629848471254641051e-01,8.581155199512938703e-01,1.000000000000000000e+00
1.820864234803659665e-01,7.368171169677451005e-01,6.234718251589468352e-01,1.000000000000000000e+00
2.386916458849493994e-01,9.584325161139470861e-01,9.945734113043942504e-01,1.000000000000000000e+00
4.154870475689147469e-01,3.181728212364869357e-01,8.976679495530656139e-01,0.000000000000000000e+00
6.172981006580081642e-01,1.156581650436891984e-01,1.923606283983023690e-01,1.000000000000000000e+00
4.211006694801409100e-01,5.191460884787868491e-01,8.304907090236065548e-01,1.000000000000000000e+00
6.094549248381614381e-01,5.505963328786970257e-01,3.012400429927430956e-02,1.000000000000000000e+00
4.035773039635554005e-01,9.367080226932344988e-01,4.909207750876484200e-01,0.000000000000000000e+00
7.138080048572292835e-01,4.831096096107999616e-01,2.397551137287431411e-01,0.000000000000000000e+00
7.677522441255033581e-01,2.640465841578516493e-01,3.368065877525679985e-01,1.000000000000000000e+00
9.917964533469688648e-01,4.018292207178197906e-03,5.355451683754004488e-01,0.000000000000000000e+00
4.494905033689948759e-01,4.601338121016221860e-01,2.833279311922989319e-01,1.000000000000000000e+00
4.368355708178304209e-01,4.488430993202209285e-01,6.507327205926562996e-01,0.000000000000000000e+00
8.900961913411873372e-01,2.559761145636406665e-01,9.225098306403602955e-01,0.000000000000000000e+00
4.289032968909310961e-01,9.329529950365875735e-01,4.046172959613562048e-01,1.000000000000000000e+00
1.390130581109686458e-01,9.560363180327441368e-01,2.056090245001425121e-01,0.000000000000000000e+00
3.533724735015256746e-01,4.752146329310220629e-01,3.425432522166782512e-01,1.000000000000000000e+00
2.460973723332645635e-01,1.868145377619331304e-01,8.629145618432164655e-01,1.000000000000000000e+00
8.287173535190135443e-01,9.695650926453429630e-01,2.837995843247496097e-01,0.000000000000000000e+00
2.105979430600452007e-01,8.403962522529004886e-01,1.595572649148965239e-01,0.000000000000000000e+00
9.414639811033550520e-01,4.154884149341140365e-01,7.761173137234400610e-02,1.000000000000000000e+00
8.417512692467177260e-01,8.067990844278848384e-01,5.220846922491808595e-01,1.000000000000000000e+00
6.470451981460451085e-01,2.007040140000082573e-03,7.582740265746749087e-01,1.000000000000000000e+00
3.293089309885547378e-01,7.980749077389315271e-01,9.998730583819883666e-01,0.000000000000000000e+00
3.036095704862962208e-01,7.483194042758799513e-01,6.814224703708158248e-01,0.000000000000000000e+00
3.124291881690275385e-01,8.355336922313012504e-01,9.176802074356040784e-01,0.000000000000000000e+00
2.211754095999406422e-01,7.899545500303216672e-01,2.540725499756836259e-01,0.000000000000000000e+00
8.517073677081642424e-01,3.102924528724816389e-01,4.708545574409161993e-02,0.000000000000000000e+00
4.784645077417812864e-01,4.740549862729906971e-01,7.204151978792479039e-01,1.000000000000000000e+00
8.002525249595168200e-01,4.885135094957301360e-01,7.014567651414098659e-01,1.000000000000000000e+00
3.191793151659592098e-01,9.081822295587989036e-01,4.631580766496531387e-01,0.000000000000000000e+00
4.693042082251340785e-01,5.684545943337633300e-01,5.174915589995913168e-01,1.000000000000000000e+00
4.804737675794630292e-01,1.721407281253578558e-01,8.732293617185128420e-01,0.000000000000000000e+00
9.891711567370642388e-02,7.969733181632165930e-02,5.412440679593381043e-01,1.000000000000000000e+00
5.450757269823919282e-01,5.820185143298308716e-01,3.726016316403802930e-01,0.000000000000000000e+00
4.102313938904024182e-01,9.959148843612710689e-01,6.505813415148060663e-01,0.000000000000000000e+00
